"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"8901","On 245  occasions former FBI Director James Comey told House investigators he didn’t know didn’t recall or couldn’t remember things when asked. Opened investigations on 4 Americans (not 2) - didn’t know who signed off and didn’t know Christopher Steele. All lies!",2018-12-09,35672,129097,"On 245 occasions former FBI Director James Comey told House investigators he didn’t know didn’t recall or couldn’t remember things when asked. Opened investigations on 4 Americans (not 2) - didn’t know who signed off and didn’t know Christopher Steele. All lies!",-0.75,"neutral",164769,2018-12-01,2018-01-01
"8903","#ArmyNavyGame🇺🇸 https://t.co/Yjhq6r6F9h",2018-12-08,18294,94495,"#ArmyNavyGame🇺🇸 https://t.co/Yjhq6r6F9h",0,"neutral",112789,2018-12-01,2018-01-01
"8905","....left and right he then woke up from his dream screaming that HE LIED. Next time I go to Vietnam I will ask “the Dick” to travel with me!",2018-12-08,17176,75049,"....left and right he then woke up from his dream screaming that HE LIED. Next time I go to Vietnam I will ask “the Dick” to travel with me!",0.05,"neutral",92225,2018-12-01,2018-01-01
"8907","Very sad day &amp; night in Paris. Maybe it’s time to end the ridiculous and extremely expensive Paris Agreement and return money back to the people in the form of lower taxes? The U.S. was way ahead of the curve on that and the only major country where emissions went down last year!",2018-12-08,39181,151275,"Very sad day &amp; night in Paris. Maybe it’s time to end the ridiculous and extremely expensive Paris Agreement and return money back to the people in the form of lower taxes? The U.S. was way ahead of the curve on that and the only major country where emissions went down last year!",0.8,"neutral",190456,2018-12-01,2018-01-01
"8911","AFTER TWO YEARS AND MILLIONS OF PAGES OF DOCUMENTS (and a cost of over $30000000) NO COLLUSION!",2018-12-08,28298,119532,"AFTER TWO YEARS AND MILLIONS OF PAGES OF DOCUMENTS (and a cost of over $30000000) NO COLLUSION!",-0.5,"neutral",147830,2018-12-01,2018-01-01
"8914","Totally clears the President. Thank you!",2018-12-07,23438,113867,"Totally clears the President. Thank you!",1,"neutral",137305,2018-12-01,2018-01-01
"8915","It is being reported that Leakin' James Comey was told by Department of Justice attorneys not to answer the most important questions. Total bias and corruption at the highest levels of previous Administration. Force him to answer the questions under oath!",2018-12-07,28696,105887,"It is being reported that Leakin' James Comey was told by Department of Justice attorneys not to answer the most important questions. Total bias and corruption at the highest levels of previous Administration. Force him to answer the questions under oath!",0.05,"neutral",134583,2018-12-01,2018-01-01
"8917","Mike Pompeo is doing a great job I am very proud of him. His predecessor Rex Tillerson didn’t have the mental capacity needed. He was dumb as a rock and I couldn’t get rid of him fast enough. He was lazy as hell. Now it is a whole new ballgame great spirit at State!",2018-12-07,28822,111720,"Mike Pompeo is doing a great job I am very proud of him. His predecessor Rex Tillerson didn’t have the mental capacity needed. He was dumb as a rock and I couldn’t get rid of him fast enough. He was lazy as hell. Now it is a whole new ballgame great spirit at State!",0,"neutral",140542,2018-12-01,2018-01-01
"8921","We will be doing a major Counter Report to the Mueller Report. This should never again be allowed to happen to a future President of the United States!",2018-12-07,23149,86395,"We will be doing a major Counter Report to the Mueller Report. This should never again be allowed to happen to a future President of the United States!",0.9,"neutral",109544,2018-12-01,2018-01-01
"8922","Today we honor those who perished 77 years ago at Pearl Harbor and we salute every veteran who served in World War II over the 4 years that followed that horrific attack. God Bless America! https://t.co/zbu4NLVr4G https://t.co/5hbLDrqg40",2018-12-07,16884,66709,"Today we honor those who perished 77 years ago at Pearl Harbor and we salute every veteran who served in World War II over the 4 years that followed that horrific attack. God Bless America! https://t.co/zbu4NLVr4G https://t.co/5hbLDrqg40",-0.9,"neutral",83593,2018-12-01,2018-01-01
"8924","China talks are going very well!",2018-12-07,14753,89620,"China talks are going very well!",0.8,"neutral",104373,2018-12-01,2018-01-01
"8927",".....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....",2018-12-07,15173,58913,".....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....",0.25,"neutral",74086,2018-12-01,2018-01-01
"8929","Robert Mueller and Leakin’ Lyin’ James Comey are Best Friends just one of many Mueller Conflicts of Interest. And bye the way wasn’t the woman in charge of prosecuting Jerome Corsi (who I do not know) in charge of “legal” at the corrupt Clinton Foundation? A total Witch Hunt...",2018-12-07,22732,86498,"Robert Mueller and Leakin’ Lyin’ James Comey are Best Friends just one of many Mueller Conflicts of Interest. And bye the way wasn’t the woman in charge of prosecuting Jerome Corsi (who I do not know) in charge of “legal” at the corrupt Clinton Foundation? A total Witch Hunt...",0.25,"neutral",109230,2018-12-01,2018-01-01
"8930","Arizona together with our Military and Border Patrol is bracing for a massive surge at a NON-WALLED area. WE WILL NOT LET THEM THROUGH. Big danger. Nancy and Chuck must approve Boarder Security and the Wall!",2018-12-07,25886,102204,"Arizona together with our Military and Border Patrol is bracing for a massive surge at a NON-WALLED area. WE WILL NOT LET THEM THROUGH. Big danger. Nancy and Chuck must approve Boarder Security and the Wall!",-0.25,"neutral",128090,2018-12-01,2018-01-01
"8932","Trish_Regan:  “Did the FBI follow protocol to obtain the FISA warrant? I don’t think so. The Dossier was opposition research funded by opponents. Don’t use Government resources to take down political foes. Weaponizing Government for gain.” Is this really America? Witch Hunt!",2018-12-07,18582,67811,"Trish_Regan: “Did the FBI follow protocol to obtain the FISA warrant? I don’t think so. The Dossier was opposition research funded by opponents. Don’t use Government resources to take down political foes. Weaponizing Government for gain.” Is this really America? Witch Hunt!",-0.4,"neutral",86393,2018-12-01,2018-01-01
"8936","My thoughts and prayers are with the @USMC crew members who were involved in a mid-air collision off the coast of Japan. Thank you to @USForcesJapan for their immediate response and rescue efforts. Whatever you need we are here for you. @IIIMEF",2018-12-06,15926,77617,"My thoughts and prayers are with the @USMC crew members who were involved in a mid-air collision off the coast of Japan. Thank you to @USForcesJapan for their immediate response and rescue efforts. Whatever you need we are here for you. @IIIMEF",0.85,"neutral",93543,2018-12-01,2018-01-01
"8937","Without the phony Russia Witch Hunt and with all that we have accomplished in the last almost two years (Tax &amp; Regulation Cuts Judge’s Military Vets etc.) my approval rating would be at 75% rather than the 50% just reported by Rasmussen. It’s called Presidential Harassment!",2018-12-06,27486,119107,"Without the phony Russia Witch Hunt and with all that we have accomplished in the last almost two years (Tax &amp; Regulation Cuts Judge’s Military Vets etc.) my approval rating would be at 75% rather than the 50% just reported by Rasmussen. It’s called Presidential Harassment!",-0.9,"neutral",146593,2018-12-01,2018-01-01
"8938","Working hard thank you! https://t.co/3SoWTkZjP6",2018-12-06,29437,142221,"Working hard thank you! https://t.co/3SoWTkZjP6",0.5,"neutral",171658,2018-12-01,2018-01-01
